"Candidate_ID";"Job_ID";"Recruitment_Source";"Department";"Job_Role";"Location";"Education_Level";"Experience_Level";"Recruiter";"Application_Date";"Screening_Date";"Interview_Date";"Offer_Date";"Hire_Date";"Candidate_Status";"Rejection_Reason";"Offered_Salary_EUR";"Hiring_Cost_EUR";"Time_to_Screen_Days";"Time_to_Interview_Days";"Time_to_Offer_Days";"Time_to_Hire_Days";"Application_to_Screen_Days";"Screen_to_Interview_Days";"Interview_to_Offer_Days";"Offer_to_Hire_Days";"Calculated_Time_to_Hire_Days";"Reached_Screening";"Reached_Interview";"Received_Offer";"Hired_Flag"
"C05862";"J018";"Employee Referral";"Marketing";"Digital Marketing Specialist";"Munich";"Bachelor";"2-4 years";"Thomas Fischer";"2024-02-17";"";"";"";"";"Rejected at Application";"Position Filled";69500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05863";"J018";"Employee Referral";"Finance";"Accountant";"Frankfurt";"Master";"8-10 years";"Michael Wagner";"2025-03-16";"";"";"";"";"Rejected at Application";"No Response";47500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05864";"J007";"Indeed";"Finance";"Accountant";"Remote";"PhD";"2-4 years";"Maria Keller";"2025-02-14";"";"";"";"";"Rejected at Application";"Incomplete Application";60500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05865";"J028";"Indeed";"Operations";"Operations Analyst";"Stuttgart";"Master";"0-1 years";"Anna Schmidt";"2025-01-28";"2025-01-30";"";"";"";"Rejected After Screening";"Skills Mismatch";41000.0;0.0;"2";"";"";"";2;0;0;0;0;1;0;0;0
"C05866";"J017";"Job Board";"Finance";"Financial Analyst";"Munich";"High School";"2-4 years";"Thomas Fischer";"2025-03-04";"2025-03-06";"";"";"";"Rejected After Screening";"Not Eligible";58500.0;0.0;"2";"";"";"";2;0;0;0;0;1;0;0;0
"C05867";"J022";"Company Website";"Technology";"Data Analyst";"Munich";"Bachelor";"8-10 years";"David Müller";"2024-07-21";"";"";"";"";"Rejected at Application";"Position Filled";76500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05868";"J027";"Job Board";"Technology";"IT Support Specialist";"Remote";"Bachelor";"5-7 years";"Laura Becker";"2024-03-17";"";"";"";"";"Rejected at Application";"Insufficient Experience";57000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05869";"J028";"Indeed";"Sales";"Account Executive";"Munich";"Master";"8-10 years";"Michael Wagner";"2024-12-24";"2024-12-26";"2025-01-03";"2025-01-14";"2025-01-30";"Hired";"";70000.0;4815.0;"2";"10";"21";"37";2;8;11;16;37;1;1;1;1
"C05870";"J021";"Company Website";"Customer Support";"Customer Support Specialist";"Munich";"Master";"5-7 years";"Laura Becker";"2024-10-15";"";"";"";"";"Rejected at Application";"Position Filled";44000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05871";"J024";"Job Board";"Operations";"Supply Chain Specialist";"Remote";"Bachelor";"8-10 years";"Michael Wagner";"2025-01-06";"";"";"";"";"Rejected at Application";"Insufficient Experience";67500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05872";"J015";"LinkedIn";"Technology";"Software Developer";"Berlin";"Bachelor";"5-7 years";"Michael Wagner";"2025-12-10";"2025-12-15";"";"";"";"Rejected After Screening";"Not Eligible";59000.0;0.0;"5";"";"";"";5;0;0;0;0;1;0;0;0
"C05873";"J023";"Indeed";"Marketing";"Digital Marketing Specialist";"Stuttgart";"Bachelor";"8-10 years";"Anna Schmidt";"2024-01-03";"";"";"";"";"Rejected at Application";"Insufficient Experience";59500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05874";"J010";"Job Board";"Finance";"Financial Analyst";"Stuttgart";"Master";"8-10 years";"Anna Schmidt";"2024-07-14";"2024-07-21";"";"";"";"Rejected After Screening";"Salary Expectations";56500.0;0.0;"7";"";"";"";7;0;0;0;0;1;0;0;0
"C05875";"J022";"Indeed";"Customer Support";"Customer Success Associate";"Berlin";"Bachelor";"2-4 years";"Anna Schmidt";"2026-04-12";"";"";"";"";"Rejected at Application";"Incomplete Application";43500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05876";"J003";"Indeed";"Operations";"Operations Coordinator";"Munich";"Bachelor";"0-1 years";"Daniel Weber";"2025-07-22";"2025-07-27";"2025-08-05";"";"";"Rejected After Interview";"Failed Interview";60500.0;0.0;"5";"14";"";"";5;9;0;0;0;1;1;0;0
"C05877";"J028";"Social Media";"Finance";"Accountant";"Stuttgart";"Master";"10+ years";"Michael Wagner";"2025-04-09";"";"";"";"";"Rejected at Application";"Incomplete Application";43500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05878";"J008";"LinkedIn";"Operations";"Operations Coordinator";"Munich";"High School";"5-7 years";"Thomas Fischer";"2026-05-28";"";"";"";"";"Rejected at Application";"No Response";64500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05879";"J020";"Employee Referral";"Human Resources";"Recruitment Specialist";"Remote";"Master";"5-7 years";"Maria Keller";"2025-01-09";"2025-01-17";"";"";"";"Rejected After Screening";"Salary Expectations";65000.0;0.0;"8";"";"";"";8;0;0;0;0;1;0;0;0
"C05880";"J001";"Recruitment Agency";"Marketing";"Marketing Coordinator";"Berlin";"Bachelor";"2-4 years";"Sophie Hoffmann";"2024-02-18";"";"";"";"";"Rejected at Application";"Incomplete Application";52000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05881";"J005";"Recruitment Agency";"Technology";"IT Support Specialist";"Frankfurt";"Bachelor";"2-4 years";"Thomas Fischer";"2026-05-16";"";"";"";"";"Rejected at Application";"Position Filled";62500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05882";"J030";"Company Website";"Marketing";"Digital Marketing Specialist";"Karlsruhe";"Master";"2-4 years";"Sophie Hoffmann";"2024-01-14";"";"";"";"";"Rejected at Application";"No Response";41500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05883";"J026";"LinkedIn";"Marketing";"Marketing Analyst";"Pforzheim";"Bachelor";"2-4 years";"Laura Becker";"2025-12-15";"";"";"";"";"Rejected at Application";"Not Eligible";51000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05884";"J007";"University/Career Fair";"Customer Support";"Customer Support Specialist";"Remote";"Bachelor";"5-7 years";"Daniel Weber";"2024-08-30";"";"";"";"";"Rejected at Application";"Insufficient Experience";48000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05885";"J004";"Recruitment Agency";"Customer Support";"Customer Support Specialist";"Berlin";"Master";"8-10 years";"Maria Keller";"2025-12-08";"";"";"";"";"Rejected at Application";"Not Eligible";46500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05886";"J025";"LinkedIn";"Finance";"Financial Analyst";"Karlsruhe";"Master";"5-7 years";"Maria Keller";"2024-03-29";"";"";"";"";"Rejected at Application";"Position Filled";51000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05887";"J030";"Indeed";"Operations";"Operations Coordinator";"Berlin";"Bachelor";"5-7 years";"Michael Wagner";"2024-10-02";"";"";"";"";"Rejected at Application";"No Response";61000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05888";"J006";"Company Website";"Marketing";"Marketing Analyst";"Stuttgart";"Master";"2-4 years";"Thomas Fischer";"2024-03-17";"";"";"";"";"Rejected at Application";"Not Eligible";66000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05889";"J020";"LinkedIn";"Human Resources";"HR Analyst";"Munich";"Bachelor";"2-4 years";"Laura Becker";"2025-06-24";"";"";"";"";"Rejected at Application";"Incomplete Application";64000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05890";"J009";"University/Career Fair";"Technology";"BI Analyst";"Karlsruhe";"Master";"2-4 years";"Sophie Hoffmann";"2025-01-10";"2025-01-17";"";"";"";"Rejected After Screening";"Salary Expectations";70500.0;0.0;"7";"";"";"";7;0;0;0;0;1;0;0;0
"C05891";"J023";"Job Board";"Finance";"Financial Analyst";"Remote";"Master";"5-7 years";"Maria Keller";"2024-07-19";"";"";"";"";"Rejected at Application";"Not Eligible";46000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05892";"J013";"Indeed";"Finance";"Finance Officer";"Berlin";"High School";"8-10 years";"David Müller";"2025-08-17";"";"";"";"";"Rejected at Application";"Insufficient Experience";56000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05893";"J004";"Job Board";"Customer Support";"Customer Support Specialist";"Munich";"Master";"2-4 years";"Daniel Weber";"2024-01-03";"2024-01-07";"2024-01-20";"";"";"Rejected After Interview";"Position Filled";50500.0;0.0;"4";"17";"";"";4;13;0;0;0;1;1;0;0
"C05894";"J010";"Recruitment Agency";"Operations";"Operations Coordinator";"Munich";"Bachelor";"5-7 years";"Anna Schmidt";"2025-11-08";"";"";"";"";"Rejected at Application";"No Response";43000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05895";"J017";"Employee Referral";"Sales";"Sales Executive";"Hamburg";"Bachelor";"2-4 years";"Daniel Weber";"2024-03-28";"";"";"";"";"Rejected at Application";"No Response";60500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05896";"J024";"Social Media";"Customer Support";"Customer Success Associate";"Karlsruhe";"Bachelor";"10+ years";"Thomas Fischer";"2024-04-09";"";"";"";"";"Rejected at Application";"Incomplete Application";48000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05897";"J001";"Indeed";"Finance";"Financial Analyst";"Stuttgart";"PhD";"2-4 years";"Anna Schmidt";"2024-09-17";"";"";"";"";"Rejected at Application";"No Response";63500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05898";"J029";"Job Board";"Marketing";"Marketing Analyst";"Hamburg";"Master";"8-10 years";"Maria Keller";"2025-06-04";"2025-06-10";"";"";"";"Rejected After Screening";"Skills Mismatch";42500.0;0.0;"6";"";"";"";6;0;0;0;0;1;0;0;0
"C05899";"J020";"LinkedIn";"Technology";"BI Analyst";"Hamburg";"Master";"5-7 years";"Maria Keller";"2026-02-12";"";"";"";"";"Rejected at Application";"Insufficient Experience";67500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05900";"J027";"Company Website";"Technology";"IT Support Specialist";"Karlsruhe";"Bachelor";"10+ years";"Maria Keller";"2025-10-15";"";"";"";"";"Rejected at Application";"Position Filled";76500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05901";"J028";"Company Website";"Technology";"BI Analyst";"Karlsruhe";"Bachelor";"5-7 years";"Daniel Weber";"2024-11-04";"";"";"";"";"Rejected at Application";"Position Filled";84000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05902";"J005";"LinkedIn";"Finance";"Finance Officer";"Berlin";"Master";"5-7 years";"Thomas Fischer";"2025-07-15";"";"";"";"";"Rejected at Application";"Position Filled";57500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05903";"J003";"Recruitment Agency";"Human Resources";"HR Coordinator";"Stuttgart";"Bachelor";"2-4 years";"Maria Keller";"2026-01-22";"";"";"";"";"Rejected at Application";"Position Filled";53000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05904";"J024";"Company Website";"Operations";"Supply Chain Specialist";"Frankfurt";"PhD";"2-4 years";"Michael Wagner";"2025-02-27";"";"";"";"";"Rejected at Application";"No Response";60000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05905";"J006";"Company Website";"Finance";"Finance Officer";"Berlin";"Master";"0-1 years";"Laura Becker";"2025-11-06";"";"";"";"";"Rejected at Application";"Incomplete Application";51500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05906";"J005";"Company Website";"Technology";"Data Analyst";"Frankfurt";"Master";"10+ years";"Laura Becker";"2025-02-06";"";"";"";"";"Rejected at Application";"Incomplete Application";56000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05907";"J015";"LinkedIn";"Sales";"Sales Executive";"Munich";"Bachelor";"5-7 years";"Sophie Hoffmann";"2025-01-23";"";"";"";"";"Rejected at Application";"Insufficient Experience";54000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05908";"J028";"LinkedIn";"Technology";"Software Developer";"Hamburg";"Bachelor";"5-7 years";"Thomas Fischer";"2025-12-11";"";"";"";"";"Rejected at Application";"Not Eligible";80000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05909";"J024";"LinkedIn";"Marketing";"Digital Marketing Specialist";"Remote";"Bachelor";"2-4 years";"Daniel Weber";"2025-12-20";"";"";"";"";"Rejected at Application";"Incomplete Application";66000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05910";"J016";"Job Board";"Customer Support";"Support Team Lead";"Berlin";"PhD";"2-4 years";"Michael Wagner";"2024-07-29";"";"";"";"";"Rejected at Application";"Not Eligible";48500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05911";"J006";"Recruitment Agency";"Sales";"Sales Executive";"Munich";"Bachelor";"2-4 years";"David Müller";"2024-04-10";"2024-04-18";"2024-05-02";"";"";"Rejected After Interview";"Skills Mismatch";64500.0;0.0;"8";"22";"";"";8;14;0;0;0;1;1;0;0
"C05912";"J011";"Company Website";"Sales";"Sales Executive";"Remote";"Master";"2-4 years";"Thomas Fischer";"2024-06-18";"2024-06-28";"";"";"";"Rejected After Screening";"Insufficient Experience";54000.0;0.0;"10";"";"";"";10;0;0;0;0;1;0;0;0
"C05913";"J021";"Employee Referral";"Sales";"Sales Executive";"Munich";"Master";"5-7 years";"Michael Wagner";"2026-04-11";"2026-04-17";"2026-04-29";"2026-05-06";"2026-05-12";"Hired";"";72500.0;2115.0;"6";"18";"25";"31";6;12;7;6;31;1;1;1;1
"C05914";"J005";"Employee Referral";"Sales";"Business Development Representative";"Stuttgart";"Master";"2-4 years";"Michael Wagner";"2024-02-24";"";"";"";"";"Rejected at Application";"Insufficient Experience";44500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05915";"J016";"Indeed";"Customer Support";"Support Team Lead";"Karlsruhe";"PhD";"5-7 years";"Anna Schmidt";"2026-01-07";"";"";"";"";"Rejected at Application";"Position Filled";38500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05916";"J001";"LinkedIn";"Customer Support";"Support Team Lead";"Pforzheim";"Master";"2-4 years";"Daniel Weber";"2025-01-01";"";"";"";"";"Rejected at Application";"Incomplete Application";45000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05917";"J010";"Company Website";"Operations";"Supply Chain Specialist";"Stuttgart";"Bachelor";"2-4 years";"Michael Wagner";"2026-02-28";"";"";"";"";"Rejected at Application";"No Response";50000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05918";"J008";"Indeed";"Sales";"Business Development Representative";"Berlin";"Master";"5-7 years";"Maria Keller";"2025-08-29";"";"";"";"";"Rejected at Application";"Incomplete Application";45500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05919";"J021";"Job Board";"Marketing";"Digital Marketing Specialist";"Stuttgart";"Bachelor";"5-7 years";"Maria Keller";"2025-10-08";"2025-10-13";"";"";"";"Rejected After Screening";"Skills Mismatch";43000.0;0.0;"5";"";"";"";5;0;0;0;0;1;0;0;0
"C05920";"J028";"LinkedIn";"Technology";"BI Analyst";"Munich";"Master";"2-4 years";"Laura Becker";"2025-04-23";"";"";"";"";"Rejected at Application";"Insufficient Experience";71000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05921";"J005";"Company Website";"Operations";"Operations Analyst";"Remote";"Bachelor";"10+ years";"Laura Becker";"2025-01-22";"";"";"";"";"Rejected at Application";"Insufficient Experience";62000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05922";"J024";"Indeed";"Sales";"Account Executive";"Stuttgart";"Master";"2-4 years";"David Müller";"2024-03-18";"";"";"";"";"Rejected at Application";"Not Eligible";52000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05923";"J020";"Recruitment Agency";"Sales";"Sales Executive";"Frankfurt";"Bachelor";"5-7 years";"David Müller";"2024-10-11";"";"";"";"";"Rejected at Application";"Not Eligible";62500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05924";"J030";"Job Board";"Human Resources";"HR Coordinator";"Remote";"Master";"8-10 years";"Anna Schmidt";"2026-06-24";"";"";"";"";"Rejected at Application";"Position Filled";63000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05925";"J028";"Indeed";"Finance";"Accountant";"Stuttgart";"Bachelor";"2-4 years";"Thomas Fischer";"2025-01-15";"";"";"";"";"Rejected at Application";"Not Eligible";45500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05926";"J004";"LinkedIn";"Technology";"Software Developer";"Pforzheim";"Master";"2-4 years";"Michael Wagner";"2024-12-04";"2024-12-14";"";"";"";"Rejected After Screening";"Salary Expectations";83500.0;0.0;"10";"";"";"";10;0;0;0;0;1;0;0;0
"C05927";"J023";"Employee Referral";"Operations";"Operations Coordinator";"Stuttgart";"Bachelor";"0-1 years";"Maria Keller";"2026-06-27";"";"";"";"";"Rejected at Application";"Position Filled";54000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05928";"J018";"LinkedIn";"Customer Support";"Support Team Lead";"Berlin";"High School";"2-4 years";"Thomas Fischer";"2024-01-03";"";"";"";"";"Rejected at Application";"Insufficient Experience";36500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05929";"J004";"LinkedIn";"Customer Support";"Support Team Lead";"Munich";"PhD";"2-4 years";"Michael Wagner";"2025-07-30";"";"";"";"";"Rejected at Application";"No Response";41000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05930";"J008";"Employee Referral";"Human Resources";"Recruitment Specialist";"Remote";"Master";"8-10 years";"Michael Wagner";"2025-07-06";"";"";"";"";"Rejected at Application";"Insufficient Experience";46500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05931";"J028";"LinkedIn";"Finance";"Finance Officer";"Berlin";"Bachelor";"2-4 years";"David Müller";"2025-09-29";"";"";"";"";"Rejected at Application";"Not Eligible";56500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05932";"J017";"LinkedIn";"Marketing";"Marketing Coordinator";"Frankfurt";"Master";"0-1 years";"Anna Schmidt";"2024-01-07";"";"";"";"";"Rejected at Application";"Not Eligible";47000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05933";"J011";"Company Website";"Sales";"Business Development Representative";"Remote";"Master";"0-1 years";"Thomas Fischer";"2026-01-05";"";"";"";"";"Rejected at Application";"No Response";60000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05934";"J010";"Company Website";"Operations";"Supply Chain Specialist";"Stuttgart";"Master";"8-10 years";"Laura Becker";"2026-04-02";"";"";"";"";"Rejected at Application";"Incomplete Application";64500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05935";"J026";"Job Board";"Human Resources";"HR Analyst";"Hamburg";"Bachelor";"2-4 years";"David Müller";"2025-08-20";"";"";"";"";"Rejected at Application";"Insufficient Experience";42500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05936";"J009";"Indeed";"Technology";"BI Analyst";"Berlin";"Master";"5-7 years";"Thomas Fischer";"2025-07-01";"";"";"";"";"Rejected at Application";"Incomplete Application";63000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05937";"J005";"Indeed";"Marketing";"Marketing Analyst";"Berlin";"High School";"2-4 years";"Anna Schmidt";"2025-05-02";"";"";"";"";"Rejected at Application";"Position Filled";58000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05938";"J018";"Employee Referral";"Sales";"Sales Executive";"Berlin";"Master";"2-4 years";"Maria Keller";"2024-10-27";"2024-11-02";"2024-11-07";"";"";"Rejected After Interview";"Position Filled";52000.0;0.0;"6";"11";"";"";6;5;0;0;0;1;1;0;0
"C05939";"J030";"University/Career Fair";"Human Resources";"Recruitment Specialist";"Stuttgart";"Bachelor";"8-10 years";"David Müller";"2026-04-09";"";"";"";"";"Rejected at Application";"Insufficient Experience";52500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05940";"J006";"Indeed";"Customer Support";"Customer Support Specialist";"Hamburg";"Master";"5-7 years";"Anna Schmidt";"2024-11-02";"";"";"";"";"Rejected at Application";"Incomplete Application";54500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05941";"J008";"Employee Referral";"Sales";"Sales Executive";"Berlin";"Bachelor";"5-7 years";"David Müller";"2025-12-20";"";"";"";"";"Rejected at Application";"No Response";70000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05942";"J015";"Employee Referral";"Customer Support";"Support Team Lead";"Berlin";"Bachelor";"10+ years";"Laura Becker";"2024-04-04";"2024-04-08";"2024-04-11";"2024-04-21";"2024-05-01";"Hired";"";36000.0;4509.0;"4";"7";"17";"27";4;3;10;10;27;1;1;1;1
"C05943";"J006";"Indeed";"Operations";"Operations Analyst";"Remote";"PhD";"8-10 years";"Daniel Weber";"2024-04-24";"";"";"";"";"Rejected at Application";"Position Filled";51500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05944";"J020";"LinkedIn";"Operations";"Operations Coordinator";"Frankfurt";"Master";"8-10 years";"Maria Keller";"2025-01-18";"";"";"";"";"Rejected at Application";"Insufficient Experience";62000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05945";"J008";"Employee Referral";"Customer Support";"Support Team Lead";"Remote";"Master";"0-1 years";"Maria Keller";"2024-01-22";"";"";"";"";"Rejected at Application";"Insufficient Experience";55500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05946";"J004";"Indeed";"Customer Support";"Customer Support Specialist";"Stuttgart";"Master";"2-4 years";"David Müller";"2025-04-02";"";"";"";"";"Rejected at Application";"Position Filled";52500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05947";"J008";"Indeed";"Customer Support";"Customer Success Associate";"Stuttgart";"High School";"10+ years";"Sophie Hoffmann";"2025-06-12";"";"";"";"";"Rejected at Application";"Insufficient Experience";43000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05948";"J028";"Company Website";"Marketing";"Marketing Coordinator";"Pforzheim";"Master";"5-7 years";"Sophie Hoffmann";"2024-05-18";"2024-05-24";"2024-05-27";"";"";"Rejected After Interview";"Skills Mismatch";52000.0;0.0;"6";"9";"";"";6;3;0;0;0;1;1;0;0
"C05949";"J029";"LinkedIn";"Operations";"Supply Chain Specialist";"Karlsruhe";"Bachelor";"5-7 years";"Anna Schmidt";"2025-07-02";"";"";"";"";"Rejected at Application";"Position Filled";51000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05950";"J016";"LinkedIn";"Finance";"Finance Officer";"Frankfurt";"Bachelor";"5-7 years";"Anna Schmidt";"2025-09-10";"";"";"";"";"Rejected at Application";"Position Filled";43500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05951";"J013";"Company Website";"Human Resources";"Recruitment Specialist";"Pforzheim";"Bachelor";"5-7 years";"David Müller";"2024-06-26";"";"";"";"";"Rejected at Application";"Position Filled";58000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05952";"J025";"Job Board";"Customer Support";"Support Team Lead";"Berlin";"Bachelor";"5-7 years";"Maria Keller";"2024-10-17";"2024-10-21";"2024-11-03";"";"";"Rejected After Interview";"Salary Expectations";52000.0;0.0;"4";"17";"";"";4;13;0;0;0;1;1;0;0
"C05953";"J006";"Recruitment Agency";"Human Resources";"Recruitment Specialist";"Remote";"Bachelor";"2-4 years";"Daniel Weber";"2026-01-09";"2026-01-19";"";"";"";"Rejected After Screening";"Insufficient Experience";42500.0;0.0;"10";"";"";"";10;0;0;0;0;1;0;0;0
"C05954";"J020";"Indeed";"Marketing";"Digital Marketing Specialist";"Berlin";"Bachelor";"0-1 years";"Maria Keller";"2024-03-03";"";"";"";"";"Rejected at Application";"Position Filled";45000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05955";"J021";"Indeed";"Customer Support";"Support Team Lead";"Munich";"Master";"2-4 years";"Michael Wagner";"2025-08-25";"";"";"";"";"Rejected at Application";"Position Filled";43000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05956";"J022";"Social Media";"Customer Support";"Support Team Lead";"Remote";"PhD";"8-10 years";"Michael Wagner";"2024-08-13";"";"";"";"";"Rejected at Application";"Incomplete Application";45000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05957";"J007";"Employee Referral";"Customer Support";"Customer Success Associate";"Berlin";"Bachelor";"2-4 years";"Maria Keller";"2025-10-07";"2025-10-10";"";"";"";"Rejected After Screening";"Skills Mismatch";49000.0;0.0;"3";"";"";"";3;0;0;0;0;1;0;0;0
"C05958";"J022";"Employee Referral";"Operations";"Supply Chain Specialist";"Hamburg";"Bachelor";"8-10 years";"Laura Becker";"2024-02-02";"";"";"";"";"Rejected at Application";"Incomplete Application";50500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05959";"J019";"LinkedIn";"Operations";"Operations Coordinator";"Karlsruhe";"Bachelor";"5-7 years";"Sophie Hoffmann";"2026-01-22";"";"";"";"";"Rejected at Application";"Not Eligible";67000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05960";"J027";"LinkedIn";"Customer Support";"Customer Support Specialist";"Berlin";"Master";"10+ years";"Maria Keller";"2026-04-09";"";"";"";"";"Rejected at Application";"Incomplete Application";55500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05961";"J006";"Indeed";"Finance";"Accountant";"Stuttgart";"Bachelor";"8-10 years";"Daniel Weber";"2025-06-22";"";"";"";"";"Rejected at Application";"Insufficient Experience";68500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05962";"J019";"University/Career Fair";"Technology";"IT Support Specialist";"Karlsruhe";"Master";"2-4 years";"Daniel Weber";"2025-02-23";"";"";"";"";"Rejected at Application";"No Response";71500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05963";"J025";"Job Board";"Customer Support";"Customer Success Associate";"Stuttgart";"Bachelor";"5-7 years";"David Müller";"2025-10-02";"";"";"";"";"Rejected at Application";"Position Filled";53500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05964";"J009";"LinkedIn";"Sales";"Account Executive";"Berlin";"Master";"5-7 years";"Thomas Fischer";"2026-05-25";"";"";"";"";"Rejected at Application";"Position Filled";71000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C05965";"J023";"Employee Referral";"Operations";"Supply Chain Specialist";"Stuttgart";"Master";"0-1 years";"Michael Wagner";"2025-08-29";"2025-08-31";"2025-09-05";"2025-09-16";"2025-10-03";"Hired";"";62000.0;3142.0;"2";"7";"18";"35";2;5;11;17;35;1;1;1;1
"C05966";"J003";"Job Board";"Technology";"IT Support Specialist";"Munich";"Bachelor";"2-4 years";"Maria Keller";"2025-07-14";"2025-07-16";"2025-07-24";"2025-07-27";"2025-08-09";"Hired";"";71500.0;3081.0;"2";"10";"13";"26";2;8;3;13;26;1;1;1;1
